CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
648,1,56,6,157559.59,2,1,0,140991.23,1
632,0,41,3,126550.7,1,0,0,177644.52,1
622,1,30,2,158584.82,3,1,0,142342.55,1
835,0,28,2,163569.61,2,1,1,154559.28,0
493,1,31,3,0,1,1,1,176570.28,1
785,1,33,6,127211.45,1,0,0,191961.83,0
681,0,42,3,118199.97,2,1,0,9452.88,1
621,1,30,2,101014.08,2,1,1,165257.31,0
756,0,38,6,119208.85,1,1,0,169763.89,1
515,1,66,6,0,2,1,1,160663.11,0
625,1,58,10,53772.73,1,1,1,192072.1,1
717,1,39,6,0,2,1,0,93275.61,0
595,1,41,2,138878.81,1,0,1,112269.67,0
539,1,37,1,130922.81,2,0,0,2186.83,0
762,0,35,9,0,2,1,1,43075.7,0
706,0,20,8,0,2,1,1,12368.11,0
677,1,25,8,130866.19,1,1,0,42410.21,0
733,1,33,7,187257.94,1,0,1,190430.81,0
684,1,41,7,0,1,1,1,138394.37,0
679,0,36,6,147733.64,1,0,1,172501.38,0
478,0,43,1,0,2,1,1,197916.43,0
696,0,33,2,163139.27,1,1,1,7035.36,0
686,1,35,4,0,2,1,1,159676.55,0
466,1,36,5,119540.15,1,0,1,80603.99,0
686,1,41,4,129553.76,2,1,0,187599.8,0
576,0,55,9,0,2,1,1,94450.97,0
763,1,61,1,66101.89,1,1,1,143981.27,0
572,0,43,2,140431.98,1,1,0,26450.57,1
757,1,49,2,0,2,0,0,164482.92,0
582,1,29,0,0,1,1,1,84012.81,0
623,1,35,5,0,2,1,0,101192.08,0
617,1,37,4,116471.43,2,1,0,175324.74,1
425,0,39,4,0,2,1,0,197226.32,0
659,1,56,9,123785.24,1,1,0,99504.03,1
605,1,33,4,0,2,0,1,83700.66,0
538,1,38,8,88758.95,2,0,0,28226.15,1
665,0,25,5,153611.83,2,1,0,35321.65,0
491,1,57,4,112044.72,1,1,1,41229.73,1
726,1,27,7,123826.07,1,0,1,78970.58,0
580,1,65,9,106804.26,3,1,0,107890.69,1
550,1,48,6,0,2,1,1,191870.28,0
542,1,59,2,68892.77,2,1,0,7905.06,1
732,1,43,6,0,2,1,0,65731.53,0
473,1,33,5,125827.43,1,0,1,145698.73,0
745,0,34,9,0,2,1,0,50046.25,0
732,0,36,7,0,2,1,1,60830.24,0
848,1,40,5,148495.64,1,0,0,158853.98,0
572,0,37,1,133043.66,1,0,0,111243.09,0
702,0,45,9,74989.58,1,1,1,171014.69,0
664,0,39,7,60263.23,1,1,0,170835.32,0
630,0,50,3,129370.91,4,1,1,47775.34,1
618,0,44,5,157955.83,2,0,0,139297.71,0
556,0,26,4,0,1,1,0,195167.38,0
619,1,30,7,70729.17,1,1,1,160948.87,0
644,0,48,8,0,2,0,1,44965.54,1
658,0,50,2,0,2,1,0,52137.73,0
598,0,27,8,90721.52,2,1,0,109296.18,0
677,0,27,2,0,2,1,1,20092.89,0
689,1,45,0,57784.22,1,1,0,197804,1
591,0,33,9,131765.72,1,1,0,118782.06,0
699,0,40,7,0,1,0,1,152876.13,1
749,0,47,9,110022.74,1,0,1,135655.29,1
709,1,40,9,131569.63,1,1,1,103970.58,0
607,0,61,2,164523.5,2,1,1,35786.76,0
650,1,25,2,114330.95,1,1,1,25325.07,0
651,1,45,10,135923.16,1,1,0,18732.84,0
676,1,61,8,0,2,1,1,118522.73,0
723,1,49,4,0,2,0,1,89972.25,0
714,0,45,0,124693.48,1,0,1,187194.15,0
759,1,35,7,147936.42,1,1,1,106785.7,0
582,0,29,0,0,1,1,0,142516.35,0
697,1,34,2,126558.92,1,1,0,73334.43,0
610,0,57,6,106938.11,2,0,1,186612.47,0
488,1,33,4,140002.35,1,1,0,123613.81,0
599,0,46,9,123444.72,1,1,1,31368.08,1
781,0,32,6,147107.91,1,1,1,40066.95,0
645,0,19,9,128514.84,1,0,0,175969.19,0
545,1,55,5,0,1,0,0,10034.77,1
597,1,40,9,106756.01,2,1,0,151167.94,0
561,1,28,3,0,2,1,0,191387.76,0
662,1,37,6,0,2,1,0,51229.17,0
649,1,50,5,155393.32,1,1,1,87351.42,1
630,1,36,2,110414.48,1,1,1,48984.95,0
672,0,33,2,0,2,1,1,182738,0
636,1,37,9,157098.52,1,1,1,153535.27,0
593,1,38,5,85626.6,1,1,1,125079.65,0
545,0,45,6,93796.42,2,1,1,162321.26,0
567,1,41,1,0,2,1,0,3414.72,0
583,0,51,6,125268.03,2,1,0,165082.25,0
681,1,29,2,148143.84,1,1,1,52021.39,0
762,0,29,10,115545.33,2,1,0,148256.43,0
648,0,35,7,0,2,0,0,122899.01,0
644,0,30,5,44928.88,1,1,1,10771.46,0
706,0,29,2,0,2,1,1,18255.51,0
850,0,35,3,162442.35,1,1,0,183566.78,0
484,1,39,5,0,2,1,1,175224.12,0
508,0,28,0,96213.82,2,1,0,147913.56,0
439,1,29,6,156569.43,1,1,0,180598.66,0
484,0,36,8,0,2,1,0,186136.48,0
803,1,37,1,0,2,0,0,7455.2,0
724,1,48,6,110463.25,2,1,1,80552.11,1
640,0,33,7,154575.76,1,1,0,25722.28,1
701,1,35,9,0,2,0,0,170996.86,0
537,0,37,3,0,2,1,1,20603.32,0
651,0,26,5,147037.32,1,0,0,141763.26,0
523,0,41,0,119276.31,1,0,0,122284.38,1
717,1,25,7,108664.85,2,1,0,190011.85,0
593,0,44,5,0,1,1,0,128046.98,0
706,0,38,5,163034.82,2,1,1,135662.17,0
714,1,49,4,93059.34,1,1,0,7571.51,1
794,0,38,9,179581.31,1,1,0,23596.24,0
518,0,46,4,113625.93,1,0,0,92727.42,1
589,0,55,7,119961.48,1,1,0,65156.83,1
824,0,45,3,129209.48,1,0,0,60151.77,0
719,1,42,5,137227.04,3,1,0,149097.38,1
617,1,58,3,119024.75,2,1,0,35199.24,1
651,0,35,7,74623.5,3,1,0,129451.29,1
637,1,45,2,157929.45,1,1,1,145134.49,1
554,1,26,7,92606.86,2,1,0,192709.69,0
731,0,35,2,127862.93,2,1,0,139083.7,0
569,1,42,1,0,1,1,1,83629.6,1
625,1,37,4,142711.81,1,1,0,35625.41,0
592,1,38,4,0,2,1,0,35338.96,0
669,0,43,1,163159.85,1,0,1,15602.8,0
663,0,32,3,108586.86,1,1,1,182355.21,0
518,1,41,5,110624.99,1,1,0,89327.67,0
686,1,43,5,154846.24,2,1,1,151903.6,0
709,0,45,4,122917.71,1,1,1,11.58,1
571,1,33,9,0,2,0,1,77519.62,0
707,1,31,2,82787.93,2,0,0,91423.69,0
701,0,32,5,102500.34,1,0,0,106287.77,0
672,0,34,9,0,2,1,0,161800.77,0
620,0,39,9,159492.79,1,1,0,80582.34,1
557,0,48,10,0,2,1,1,185094.48,0
648,1,54,7,118241.02,1,1,0,172586.89,1
479,1,35,2,113090.4,1,1,0,195649.79,0
730,1,22,9,65763.57,1,1,1,145792.01,0
737,1,43,1,125537.38,1,1,0,138510.01,1
616,0,31,3,94263.91,2,1,0,168895.06,0
639,0,29,4,133434.57,2,1,0,97983.44,0
815,1,39,6,0,1,1,1,85167.88,0
786,0,31,9,0,2,1,1,18210.36,0
549,0,50,9,94748.76,2,0,1,13608.18,0
622,1,38,4,98640.74,1,1,1,110457.99,0
624,0,26,9,74681.9,2,0,0,31231.35,0
841,0,34,4,0,2,1,0,141582.66,0
614,1,41,7,179915.85,1,0,0,14666.35,1
676,0,30,1,128207.23,1,1,1,55400.17,0
697,0,42,9,132739.26,2,0,0,174667.65,0
732,1,40,10,0,2,1,0,154189.08,0
623,0,27,4,120509.81,1,0,0,142170.44,0
541,0,46,4,124547.13,2,1,0,94499.06,0
773,1,39,4,0,2,0,1,182081.45,0
762,0,34,4,88815.56,2,1,0,68562.26,1
655,1,35,1,82231.51,2,1,0,88798.02,0
602,0,32,7,184715.86,2,1,0,113781.99,0
850,0,31,3,0,2,1,0,121866.87,0
649,0,51,4,0,1,1,1,150390.57,0
850,0,28,4,147972.19,1,1,0,60708.72,1
543,0,43,9,0,2,1,1,78858.07,0
672,0,52,8,170008.84,1,0,0,56407.42,1
600,1,27,3,0,2,0,1,125698.97,0
671,1,34,10,0,1,1,0,23235.38,0
706,1,42,8,95386.82,1,1,1,75732.25,0
541,0,51,7,90373.28,2,1,0,179861.79,0
711,0,34,4,133467.77,2,1,1,42976.64,0
630,0,30,3,0,2,0,1,10486.69,0
531,0,31,3,96288.26,1,1,0,56794.73,0
641,1,26,4,91547.84,2,0,1,28157.34,0
631,0,37,8,138292.64,2,0,0,152422.91,1
685,0,35,9,0,1,1,0,167033.83,0
702,0,32,8,71667.74,1,1,1,126082.18,0
708,1,43,0,118994.84,1,1,0,181499.77,1
653,0,55,7,0,2,1,1,41967.03,0
654,0,37,2,145610.07,2,0,0,186300.59,0
596,1,33,1,138162.81,1,1,0,85412.54,0
549,1,31,9,135020.21,2,1,1,23343.18,0
754,0,38,2,0,2,1,0,180698.32,0
815,1,25,8,135161.67,1,1,1,136071.05,0
556,1,52,9,0,1,1,0,175149.2,1
706,0,32,6,94486.47,1,1,1,146949.74,0
850,0,46,9,117640.39,1,1,0,88920.68,0
732,1,33,8,111379.55,1,1,1,45098.62,0
614,0,40,6,0,1,1,1,20339.79,1
580,1,57,0,136820.99,1,0,1,108528.74,0
593,1,46,7,98752.51,1,1,0,145560.38,0
653,1,25,2,158266.42,3,1,1,199357.24,0
746,1,29,4,105599.67,1,1,1,43106.17,0
662,1,29,10,0,2,1,0,137508.31,0
573,0,31,2,0,2,1,1,91957.39,0
684,1,39,4,139723.9,1,1,1,120612.11,0
793,1,41,3,141806.46,1,1,0,102921.17,0
798,1,49,5,132571.67,1,1,1,31686.33,1
524,0,40,2,180516.9,1,1,0,180002.42,0
816,0,31,8,0,2,1,1,28407.4,0
742,1,41,4,92805.72,1,0,1,73743.95,1
540,0,22,4,0,3,1,1,186233.26,1
537,0,39,3,135309.36,1,1,0,31728.86,1
759,1,74,6,128917.84,1,1,1,48244.64,0
774,1,52,2,56580.93,1,1,0,113266.28,1
608,0,42,8,131390.75,2,1,0,71178.09,0
704,0,37,4,0,2,0,0,25684.93,0
581,0,41,8,0,2,0,0,29737.14,0
628,1,61,1,97361.66,1,1,1,149922.38,1
566,1,42,6,0,1,1,0,180702.12,1
701,0,59,7,0,2,0,1,27597.59,0
735,0,29,10,0,2,1,1,95025.27,0
680,1,34,1,0,2,1,0,167035.07,0
560,0,57,0,0,2,0,1,116781.71,0
663,1,29,4,102714.65,2,0,0,21170.81,0
665,1,34,5,67816.72,1,1,1,29641.58,0
758,0,51,8,81710.46,1,1,1,116520.07,0
621,0,26,2,75237.54,1,0,1,44220.4,0
764,0,28,10,124023.18,1,1,0,166188.28,0
537,1,46,5,100727.5,1,0,1,140857.76,1
589,1,46,10,107238.85,2,1,0,37024.28,0
555,0,24,5,0,2,1,0,27513.47,0
734,1,29,0,139994.66,1,1,0,17744.72,0
783,1,59,9,126224.87,1,1,1,4423.63,0
678,1,51,1,145751.03,1,0,0,109718.44,1
661,0,47,5,0,1,0,1,107243.31,1
607,1,25,4,121166.89,1,0,1,115288.24,0
537,1,38,1,0,2,0,1,41233.97,0
513,0,88,10,0,2,1,1,52952.24,0
576,0,63,9,70655.48,1,0,0,78955.8,1
660,0,41,1,129901.21,1,1,0,26025.6,1
637,0,40,8,125470.81,1,1,1,174536.17,0
672,1,53,9,169406.33,4,1,1,147311.47,1
629,0,32,2,0,2,0,1,77965.44,0
583,0,40,4,107041.3,1,1,1,5635.63,0
763,1,32,10,95153.77,1,0,1,81310.1,0
516,0,32,3,145166.09,2,0,0,111421.45,0
617,1,27,4,0,2,0,0,190269.21,0
700,0,38,9,65962.63,1,1,1,100950.48,0
727,0,36,6,140418.81,1,1,1,113033.73,1
689,1,31,3,139799.63,1,0,1,120663.57,0
626,0,49,9,171787.84,2,1,0,187192.23,0
686,0,38,6,149238.97,1,1,1,97825.23,0
351,1,57,4,163146.46,1,1,0,169621.69,1
739,1,37,8,0,2,1,0,191557.1,1
627,0,32,10,0,2,1,0,103287.62,0
451,1,38,9,61482.47,1,1,1,167538.66,0
512,1,41,8,145150.28,1,1,0,64869.32,1
774,1,41,5,126670.37,1,1,0,102426.06,0
652,1,40,8,84390.8,2,0,1,107876.2,0
638,0,37,2,89728.86,2,1,1,37294.88,0
475,1,57,1,0,2,1,0,89248.99,0
567,0,40,4,118628.8,1,0,0,91973.63,0
750,0,37,3,0,2,1,0,16870.2,0
850,0,39,6,96863.13,1,1,1,121681.19,0
753,1,38,6,142263.45,1,0,1,33730.43,0
683,1,36,7,0,2,1,0,104786.59,0
710,1,32,3,0,1,1,0,94790.34,0
645,1,21,1,0,2,0,0,28726.07,0
714,0,28,6,122724.37,1,1,1,67057.27,0
696,1,35,4,174902.26,1,1,0,69079.85,0
612,1,26,4,0,2,1,1,179780.74,0
520,1,31,3,108914.17,1,1,1,183572.39,1
782,0,23,10,98052.66,1,1,1,142587.32,0
666,0,46,5,123873.19,1,1,1,177844.06,0
466,1,56,2,111920.13,3,1,0,197634.11,1
567,1,45,4,0,2,0,1,121053.19,0
613,0,20,3,0,2,1,1,149613.77,0
718,0,37,8,0,2,1,1,142.81,0
614,1,37,8,75150.34,4,0,1,131766.67,1
711,0,38,10,0,2,0,0,53311.78,0
691,1,38,5,114753.76,1,1,0,107665.02,0
527,0,32,0,0,1,1,0,109523.88,0
476,1,32,6,111871.93,1,0,0,112132.86,0
619,1,45,0,0,2,0,0,113645.4,0
607,1,37,4,135927.06,1,0,0,180890.4,0
695,0,44,8,0,2,1,1,70974.13,0
653,0,33,1,0,2,0,0,53379.52,0
677,0,46,2,57037.74,1,1,1,158531.01,0
655,1,50,10,0,4,1,0,179267.94,1
625,1,52,2,79468.96,1,1,1,84606.03,0
679,1,34,7,121063.85,1,1,0,56984.58,0
734,0,51,1,118537.47,1,1,1,116912.45,0
666,0,39,10,0,2,1,0,102999.33,0
592,1,26,4,105082.07,2,1,0,132801.57,0
564,0,40,4,0,1,1,0,85455.62,1
814,1,36,6,0,2,1,1,98657.01,0
592,0,36,2,104702.65,2,1,0,107948.72,0
758,1,50,2,95813.76,3,1,1,67944.09,1
612,1,62,0,167026.61,2,1,1,192892.05,0
498,0,61,7,102453.26,1,1,0,187247.56,1
638,0,25,4,148045.45,2,1,1,114722.42,0
558,0,35,1,0,2,0,0,111687.57,0
756,1,24,1,0,2,1,0,184182.25,0
782,0,52,4,0,1,1,1,52759.82,1
505,0,34,10,104498.79,1,0,1,126451.14,0
671,1,29,6,0,2,0,0,12048.67,0
801,0,42,6,0,2,1,1,95804.33,0
604,0,26,8,149542.52,2,0,1,197911.52,0
716,1,29,10,87946.39,1,1,1,182531.74,0
624,1,45,3,68639.57,1,1,0,168002.31,1
607,0,47,4,148826.32,1,1,1,79450.61,0
827,1,60,2,0,2,0,1,60615.83,0
606,0,61,5,108166.09,2,0,1,8643.21,0
717,1,35,5,103214.71,1,1,0,172172.7,0
651,0,40,1,134760.21,2,0,0,174434.06,1
691,0,58,3,0,1,0,1,194930.3,1
573,1,33,0,90124.64,1,1,0,137476.71,0
723,0,38,6,0,2,1,1,94415.6,0
584,1,46,6,87361.02,2,1,0,120376.87,1
550,1,45,8,111257.59,1,0,0,97623.42,1
611,1,61,3,131583.59,4,0,1,66238.23,1
549,0,41,9,95020.8,3,1,1,131710.59,1
850,1,24,1,0,2,0,1,69052.87,0
668,0,34,5,80242.37,2,0,0,56780.97,0
686,1,43,0,0,1,1,1,170072.9,0
660,0,50,1,0,3,1,1,191849.15,1
682,1,59,0,122661.39,1,0,1,84803.76,0
524,0,50,4,0,2,1,1,31840.59,1
645,1,36,8,0,2,1,1,12096.61,1
850,0,42,0,0,2,1,0,44165.84,0
537,1,53,3,0,1,1,1,91406.62,0
599,1,46,7,81742.84,2,1,0,83282.21,0
727,0,71,8,0,1,1,1,198446.91,1
756,0,30,2,145127.85,1,0,0,7554.68,0
755,0,38,9,148912.44,1,1,0,80416.16,0
634,1,41,4,0,2,1,1,164549.74,0
837,0,26,4,89900.24,2,1,0,175477.03,0
727,1,30,8,119027.28,2,1,1,137903.54,0
567,1,40,2,105222.86,2,1,0,93795.86,0
650,1,30,6,0,1,0,0,67997.13,1
655,0,34,1,116114.93,1,1,1,49492.15,0
763,1,58,9,187911.55,1,0,1,35825.18,0
843,1,27,5,0,2,1,1,67494.23,0
667,1,38,6,144432.04,1,1,1,73963.17,1
705,1,50,4,77065.9,2,0,1,145159.26,0
660,1,29,6,180520.29,1,1,1,123850.58,0
553,0,42,1,0,2,0,0,23822.04,0
612,1,47,6,130024.87,1,1,1,45750.21,1
641,1,40,2,110086.69,1,1,0,159773.14,0
513,1,31,5,174853.46,1,1,0,84238.63,0
680,0,44,7,108724.98,1,0,1,72330.46,0
711,0,58,9,91285.13,2,1,1,26767.85,0
689,0,40,2,0,2,1,1,164768.82,0
665,1,51,9,110610.41,2,0,1,1112.76,1
551,0,54,5,102994.04,1,1,0,176680.16,1
645,0,36,4,59893.85,2,1,0,43999.64,0
616,0,29,8,149318.55,1,1,0,140746.13,0
582,1,32,1,116409.55,1,0,1,152790.92,0
365,0,30,0,127760.07,1,1,0,81537.85,1
697,1,38,6,132591.36,1,1,1,7387.8,1
704,0,31,0,0,2,1,0,183038.33,0
656,1,46,5,113402.14,2,1,1,138849.06,0
712,1,31,7,0,2,1,0,170333.38,0
748,0,40,0,0,1,0,0,60416.76,0
724,0,28,9,0,2,1,1,100240.2,0
691,0,50,6,136953.47,1,1,1,2704.98,0
563,0,33,8,0,2,0,1,68815.05,0
741,0,32,5,0,1,1,1,64839.23,0
778,0,44,8,123863.64,1,1,0,144494.94,0
848,0,22,7,120811.89,1,1,1,185510.34,0
634,0,38,2,148430.55,1,1,1,56055.72,0
505,0,40,6,47869.69,2,1,1,155061.97,0
692,0,53,7,150926.99,2,0,0,119817.19,0
537,1,47,6,103163.35,1,1,0,16259.64,1
633,0,29,10,130206.28,1,1,0,184654.87,0
833,1,28,4,136674.51,2,0,0,5278.78,0
592,1,40,2,200322.45,1,1,1,113244.73,0
587,0,48,1,0,2,1,1,8908,0
550,0,62,7,80927.56,1,0,1,64490.67,0
680,1,24,10,0,3,1,0,154971.63,1
622,1,41,9,0,2,1,1,155786.39,0
594,0,28,0,142574.71,2,1,0,129084.82,0
643,1,34,7,160426.07,1,0,1,188533.11,0
540,0,25,5,116160.23,1,1,0,13411.67,0
635,1,34,5,98683.47,2,1,0,15733.19,0
657,0,32,3,118829.03,2,1,1,73127.61,0
814,0,31,1,118870.92,1,1,0,101704.19,0
600,0,32,1,0,1,1,1,101986.16,0
682,1,46,2,0,1,1,1,114442.66,0
682,0,38,4,107192.38,1,1,1,15669.17,0
566,0,42,3,108010.78,1,1,1,157486.1,0
550,0,34,3,0,2,0,0,131281.28,0
630,0,26,7,129837.72,2,0,1,197001.15,0
546,1,58,3,106458.31,4,1,0,128881.87,1
486,0,63,9,97009.15,1,1,1,85101,0
762,0,35,9,122929.42,2,0,0,149822.04,0
692,0,45,6,152296.83,4,0,1,108040.86,1
498,1,30,1,0,2,0,0,135795.53,0
850,0,49,8,0,1,0,0,25867.67,1
603,0,35,6,128993.76,2,1,0,130483.56,0
551,1,36,5,0,1,1,0,183479.12,0
627,0,27,0,185267.45,2,1,1,77027.34,0
515,1,28,9,0,2,0,0,94141.75,0
605,1,29,3,116805.82,1,0,0,4092.75,0
567,0,29,5,129750.68,1,1,0,109257.59,0
568,1,29,2,129177.01,2,0,1,104617.99,0
571,0,25,6,82506.72,2,1,0,167705.07,0
634,0,48,2,107247.69,1,1,1,103712.05,1
768,1,42,3,0,1,0,0,161242.99,1
554,1,36,3,157780.93,2,1,0,6089.13,0
629,0,35,1,172170.36,1,1,1,159777.37,0
638,0,48,2,0,2,1,1,7919.08,0
576,0,41,1,0,1,1,1,188274.6,0
661,1,42,9,75361.44,1,1,0,27608.12,1
592,1,27,4,0,2,1,1,183569.25,0
702,0,30,2,0,2,1,1,145537.32,0
647,1,29,0,98263.46,2,1,0,164717.95,0
593,0,43,9,0,2,1,1,76357.43,0
712,1,40,3,109308.79,2,1,0,120158.72,1
625,1,31,8,0,2,1,0,151843.54,0
538,1,28,6,164365.44,1,0,1,5698.97,0
637,1,22,5,98800,1,1,0,122865.55,0
632,0,27,4,193125.85,1,1,1,152665.85,0
736,0,27,5,51522.75,1,0,1,192131.77,0
755,0,23,5,84284.48,2,1,1,62851.6,0
425,1,39,5,0,2,1,0,140941.47,0
461,0,51,9,119889.84,1,0,0,56767.67,1
745,0,21,4,137910.45,1,1,1,177235.23,0
616,1,37,6,0,2,1,0,86242.18,0
587,0,33,5,100116.82,1,1,0,34215.58,0
850,0,40,4,166082.15,2,0,1,44406.17,0
601,1,38,0,0,2,1,0,165196.65,0
730,0,26,3,0,1,1,0,34542.41,0
532,0,44,3,148595.55,1,1,0,74838.64,1
850,0,53,2,94078.97,2,1,0,36980.54,0
779,1,34,5,0,2,0,1,111676.63,0
562,0,29,9,0,1,1,1,25858.68,0
670,0,40,2,164948.98,3,0,0,177028,1
729,1,62,4,140549.4,1,1,0,30990.16,1
767,1,44,2,152509.25,1,1,1,136915.15,0
742,1,28,2,191864.51,1,1,0,108457.99,1
669,1,44,8,96418.09,1,0,0,131609.48,1
542,0,32,2,131945.94,1,0,1,159737.56,0
586,0,29,3,0,2,1,1,142238.54,0
612,0,30,9,142910.15,1,1,0,105890.55,1
740,1,37,7,0,2,1,1,194270.91,0
584,0,35,3,146311.58,1,1,1,105443.47,0
524,0,52,2,87894.26,1,1,0,173899.42,1
614,1,19,5,97445.49,2,1,0,122823.34,0
598,1,64,9,0,1,0,1,13181.37,1
799,0,35,7,0,2,0,1,140780.8,0
724,0,34,2,154485.74,2,0,0,78560.64,0
601,0,50,2,115625.07,1,1,0,185855.21,0
804,0,25,7,108396.67,1,1,0,128276.95,0
745,0,38,5,65095.41,2,1,1,140197.42,0
667,0,43,1,103018.45,1,1,0,32462.39,1
518,1,38,10,84764.79,1,1,1,162253.9,0
819,1,38,10,0,2,1,0,30498.7,0
520,1,35,4,115680.81,1,1,1,90280.7,0
625,1,39,5,0,2,1,0,32615.21,0
673,0,36,5,73088.06,2,0,0,196142.26,0
656,1,27,3,150905.03,2,1,0,16998.72,0
850,1,23,9,143054.85,1,0,1,62980.96,0
574,1,28,7,0,2,0,0,185660.3,0
679,0,60,6,0,2,1,1,77331.77,0
530,1,42,0,99948.45,1,0,1,97338.62,0
508,0,44,3,115451.05,2,0,0,67234.33,0
558,0,32,4,108235.91,1,1,1,143783.28,0
414,0,38,8,0,1,0,1,77661.12,1
648,0,42,2,98795.61,2,1,0,89123.99,0
721,1,37,1,0,2,1,0,70810.8,0
751,0,31,8,0,2,0,0,17550.49,0
662,0,34,2,0,2,0,1,21497.27,0
628,0,29,3,113146.98,2,0,1,124749.08,0
597,1,39,8,162532.14,3,1,0,36051.46,1
698,1,40,0,92053.44,1,1,1,143681.83,0
723,0,48,7,0,2,1,1,150694.58,0
586,1,28,5,0,3,1,0,170487.4,1
633,1,29,8,104944.1,1,1,1,97684.46,0
564,0,31,4,0,2,1,0,53520.03,0
649,1,31,2,0,2,1,0,15200.61,0
622,1,30,4,107879.04,1,0,1,196894.62,0
459,0,46,7,110356.42,1,1,0,4969.13,1
718,0,27,2,0,2,0,0,26229.24,0
655,1,34,4,109783.69,2,1,0,134034.32,0
696,0,22,9,149777,1,1,1,198032.93,0
637,1,38,3,104339.56,1,0,0,119882.86,0
630,1,21,1,85818.18,1,1,1,133102.3,0
592,0,37,4,212692.97,1,0,0,176395.02,0
634,0,37,1,89696.84,2,1,1,193179.88,0
608,1,28,9,0,2,1,1,125062.02,0
565,1,32,9,68067.24,1,1,0,143287.58,0
763,0,67,9,148564.66,1,0,1,87236.4,0
665,1,55,8,136354.16,1,1,1,93769.89,0
649,0,38,1,122214,1,0,1,88965.46,0
695,0,45,3,0,2,1,1,30793.61,0
775,0,70,6,119684.88,2,1,1,74532.02,0
788,1,39,3,135139.33,1,0,1,113086.08,0
569,1,42,9,146100.75,1,1,0,32574.01,1
726,1,56,8,123110.9,3,0,1,130113.78,1
564,1,44,3,111760.4,3,1,1,104722.47,1
544,1,32,9,110728.39,1,1,1,14559.62,0
614,1,41,8,121558.46,1,1,1,598.8,0
453,1,38,8,120623.21,1,1,0,129697.99,0
471,1,58,4,114713.57,1,1,1,36315.03,0
829,1,37,3,103457.76,1,0,0,1114.12,0
754,0,57,2,101134.87,2,1,1,70954.41,0
749,0,46,10,78136.36,2,1,1,73470.98,0
667,0,23,1,0,2,1,0,91573.19,0
670,0,30,3,133446.34,1,0,0,3154.95,0
670,1,33,7,0,2,1,1,88187.81,0
623,1,48,1,108076.33,1,1,0,118855.26,1
571,0,32,5,131354.25,1,1,0,125256.53,0
641,1,37,7,62974.64,2,0,1,39016.43,0
551,1,30,2,143340.44,1,1,0,145796.49,0
741,0,36,8,116993.43,2,1,0,168816.22,0
472,0,31,4,58662.92,2,0,1,73322,0
650,0,41,3,128808.65,3,0,0,113677.53,1
625,0,45,7,137555.44,1,0,0,124607.7,0
650,0,34,4,142393.11,1,1,1,11276.48,0
535,1,38,8,0,2,1,0,136620.64,0
649,1,41,2,125785.23,1,1,1,70523.92,0
689,0,22,4,136444.25,1,1,0,51980.25,1
694,0,38,7,121527.4,1,1,0,113481.02,0
655,0,52,9,144696.75,1,1,1,49025.79,0
620,0,36,8,0,2,1,1,145937.99,0
577,1,35,10,0,2,1,1,25161.61,0
401,0,48,8,128140.17,1,1,0,175753.55,1
599,0,25,6,120383.41,1,1,1,24903.09,0
481,1,57,9,0,3,1,1,169719.35,1
704,0,42,8,129735.3,2,1,1,179565.57,0
698,1,31,8,185078.26,1,0,0,115337.74,1
480,1,28,6,0,2,0,0,48131.92,0
682,0,42,0,0,1,1,1,160828.98,0
700,0,31,7,0,2,0,1,145151.96,0
492,0,29,1,144591.96,1,1,1,196293.76,0
444,1,45,4,0,2,1,0,161653.5,1
624,0,36,6,0,2,0,0,84635.64,0
709,0,37,7,0,1,1,0,159486.76,0
557,0,68,2,100194.44,1,1,1,38596.34,0
646,0,50,6,145295.31,2,1,1,27814.74,0
719,0,28,3,106070.29,2,1,1,183893.31,0
706,1,47,6,120621.89,1,1,1,140803.7,0
660,0,38,7,0,2,0,1,146585.53,0
667,0,36,9,0,2,1,1,40062.29,0
705,0,30,1,0,1,1,1,181300.32,0
598,1,27,10,171283.91,1,1,1,84136.12,0
669,0,26,4,0,2,1,1,197594.34,0
580,1,38,1,128218.47,1,1,0,125953.83,1
676,1,32,5,0,2,1,1,75465.41,0
714,0,28,7,77776.39,1,1,0,177737.07,0
597,1,72,6,124978.19,2,1,1,7144.46,0
559,0,29,1,0,2,0,0,155639.76,0
564,1,28,1,0,1,1,1,162428.05,0
850,0,51,3,109799.55,2,1,1,12457.76,1
689,0,39,7,0,2,0,0,14917.09,0
758,1,61,8,125397.21,1,1,0,182184.09,1
604,1,71,10,0,2,1,1,129984.2,0
733,0,38,9,111347.37,2,0,1,194872.97,0
778,0,40,8,104291.41,2,1,1,117507.11,0
732,1,61,9,94867.18,2,1,1,157527.6,1
646,0,24,8,0,2,0,0,92612.88,0
597,1,33,6,135703.59,2,0,0,74850.84,0
821,1,37,5,106453.53,2,0,1,127413,0
640,0,43,7,132412.38,1,0,0,69584.3,1
511,1,40,9,124401.6,1,1,0,198814.24,1
805,0,46,6,118022.06,3,1,0,162643.15,1
540,0,39,1,82531.11,1,1,0,114092.52,0
705,0,44,0,184552.12,1,1,0,68860.3,1
540,0,39,4,127278.31,1,1,1,16150.34,0
532,1,66,3,0,1,1,1,115227.02,0
535,1,45,2,0,2,0,1,170621.55,0
627,0,23,5,184244.86,1,1,0,103099.22,0
